,name,class_name,input_shape,output_shape,nb_params
229,attention_module2.softmax2_blocks.1.bn3,BatchNorm2d,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",tensor(256)
230,attention_module2.softmax2_blocks.1.relu,ReLU,"(-1, 128, 7, 7)","(-1, 128, 7, 7)",0
231,attention_module2.softmax2_blocks.1.conv3,Conv2d,"(-1, 128, 7, 7)","(-1, 512, 7, 7)",tensor(65536)
232,attention_module2.softmax2_blocks.1,ResidualBlock,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",tensor(542208)
233,attention_module2.interpolation2,UpsamplingBilinear2d,"(-1, 512, 7, 7)","(-1, 512, 14, 14)",0
234,attention_module2.softmax3_blocks.bn1,BatchNorm2d,"(-1, 512, 14, 14)","(-1, 512, 14, 14)",tensor(1024)
235,attention_module2.softmax3_blocks.relu,ReLU,"(-1, 512, 14, 14)","(-1, 512, 14, 14)",0
236,attention_module2.softmax3_blocks.conv1,Conv2d,"(-1, 512, 14, 14)","(-1, 128, 14, 14)",tensor(65536)
237,attention_module2.softmax3_blocks.bn2,BatchNorm2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(256)
238,attention_module2.softmax3_blocks.relu,ReLU,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",0
239,attention_module2.softmax3_blocks.conv2,Conv2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(147456)
240,attention_module2.softmax3_blocks.bn3,BatchNorm2d,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",tensor(256)
241,attention_module2.softmax3_blocks.relu,ReLU,"(-1, 128, 14, 14)","(-1, 128, 14, 14)",0
242,attention_module2.softmax3_blocks.conv3,Conv2d,"(-1, 128, 14, 14)","(-1, 512, 14, 14)",tensor(65536)
243,attention_module2.softmax3_blocks,ResidualBlock,"(-1, 512, 14, 14)","(-1, 512, 14, 14)",tensor(542208)
244,attention_module2.interpolation1,UpsamplingBilinear2d,"(-1, 512, 14, 14)","(-1, 512, 28, 28)",0
245,attention_module2.softmax4_blocks.0,BatchNorm2d,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",tensor(1024)
246,attention_module2.softmax4_blocks.1,ReLU,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",0
247,attention_module2.softmax4_blocks.2,Conv2d,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",tensor(262144)
248,attention_module2.softmax4_blocks.3,BatchNorm2d,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",tensor(1024)
249,attention_module2.softmax4_blocks.4,ReLU,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",0
250,attention_module2.softmax4_blocks.5,Conv2d,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",tensor(262144)
251,attention_module2.softmax4_blocks.6,Sigmoid,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",0
252,attention_module2.last_blocks.bn1,BatchNorm2d,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",tensor(1024)
253,attention_module2.last_blocks.relu,ReLU,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",0
254,attention_module2.last_blocks.conv1,Conv2d,"(-1, 512, 28, 28)","(-1, 128, 28, 28)",tensor(65536)
255,attention_module2.last_blocks.bn2,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
256,attention_module2.last_blocks.relu,ReLU,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
257,attention_module2.last_blocks.conv2,Conv2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(147456)
258,attention_module2.last_blocks.bn3,BatchNorm2d,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",tensor(256)
259,attention_module2.last_blocks.relu,ReLU,"(-1, 128, 28, 28)","(-1, 128, 28, 28)",0
260,attention_module2.last_blocks.conv3,Conv2d,"(-1, 128, 28, 28)","(-1, 512, 28, 28)",tensor(65536)
261,attention_module2.last_blocks,ResidualBlock,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",tensor(542208)
262,attention_module2,AttentionModule_stage2,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",tensor(5406208)
263,residual_block3.bn1,BatchNorm2d,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",tensor(1024)
264,residual_block3.relu,ReLU,"(-1, 512, 28, 28)","(-1, 512, 28, 28)",0
265,residual_block3.conv1,Conv2d,"(-1, 512, 28, 28)","(-1, 256, 28, 28)",tensor(131072)
266,residual_block3.bn2,BatchNorm2d,"(-1, 256, 28, 28)","(-1, 256, 28, 28)",tensor(512)
267,residual_block3.relu,ReLU,"(-1, 256, 28, 28)","(-1, 256, 28, 28)",0
268,residual_block3.conv2,Conv2d,"(-1, 256, 28, 28)","(-1, 256, 14, 14)",tensor(589824)
269,residual_block3.bn3,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
270,residual_block3.relu,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
271,residual_block3.conv3,Conv2d,"(-1, 256, 14, 14)","(-1, 1024, 14, 14)",tensor(262144)
272,residual_block3.conv4,Conv2d,"(-1, 512, 28, 28)","(-1, 1024, 14, 14)",tensor(524288)
273,residual_block3,ResidualBlock,"(-1, 512, 28, 28)","(-1, 1024, 14, 14)",tensor(1509376)
274,attention_module3.first_residual_blocks.bn1,BatchNorm2d,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2048)
275,attention_module3.first_residual_blocks.relu,ReLU,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",0
276,attention_module3.first_residual_blocks.conv1,Conv2d,"(-1, 1024, 14, 14)","(-1, 256, 14, 14)",tensor(262144)
277,attention_module3.first_residual_blocks.bn2,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
278,attention_module3.first_residual_blocks.relu,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
279,attention_module3.first_residual_blocks.conv2,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(589824)
280,attention_module3.first_residual_blocks.bn3,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
281,attention_module3.first_residual_blocks.relu,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
282,attention_module3.first_residual_blocks.conv3,Conv2d,"(-1, 256, 14, 14)","(-1, 1024, 14, 14)",tensor(262144)
283,attention_module3.first_residual_blocks,ResidualBlock,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2165760)
284,attention_module3.trunk_branches.0.bn1,BatchNorm2d,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2048)
285,attention_module3.trunk_branches.0.relu,ReLU,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",0
286,attention_module3.trunk_branches.0.conv1,Conv2d,"(-1, 1024, 14, 14)","(-1, 256, 14, 14)",tensor(262144)
287,attention_module3.trunk_branches.0.bn2,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
288,attention_module3.trunk_branches.0.relu,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
289,attention_module3.trunk_branches.0.conv2,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(589824)
290,attention_module3.trunk_branches.0.bn3,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
291,attention_module3.trunk_branches.0.relu,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
292,attention_module3.trunk_branches.0.conv3,Conv2d,"(-1, 256, 14, 14)","(-1, 1024, 14, 14)",tensor(262144)
293,attention_module3.trunk_branches.0,ResidualBlock,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2165760)
294,attention_module3.trunk_branches.1.bn1,BatchNorm2d,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2048)
295,attention_module3.trunk_branches.1.relu,ReLU,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",0
296,attention_module3.trunk_branches.1.conv1,Conv2d,"(-1, 1024, 14, 14)","(-1, 256, 14, 14)",tensor(262144)
297,attention_module3.trunk_branches.1.bn2,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
298,attention_module3.trunk_branches.1.relu,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
299,attention_module3.trunk_branches.1.conv2,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(589824)
300,attention_module3.trunk_branches.1.bn3,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
301,attention_module3.trunk_branches.1.relu,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
302,attention_module3.trunk_branches.1.conv3,Conv2d,"(-1, 256, 14, 14)","(-1, 1024, 14, 14)",tensor(262144)
303,attention_module3.trunk_branches.1,ResidualBlock,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2165760)
304,attention_module3.mpool1,MaxPool2d,"(-1, 1024, 14, 14)","(-1, 1024, 7, 7)",0
305,attention_module3.softmax1_blocks.0.bn1,BatchNorm2d,"(-1, 1024, 7, 7)","(-1, 1024, 7, 7)",tensor(2048)
306,attention_module3.softmax1_blocks.0.relu,ReLU,"(-1, 1024, 7, 7)","(-1, 1024, 7, 7)",0
307,attention_module3.softmax1_blocks.0.conv1,Conv2d,"(-1, 1024, 7, 7)","(-1, 256, 7, 7)",tensor(262144)
308,attention_module3.softmax1_blocks.0.bn2,BatchNorm2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(512)
309,attention_module3.softmax1_blocks.0.relu,ReLU,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",0
310,attention_module3.softmax1_blocks.0.conv2,Conv2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(589824)
311,attention_module3.softmax1_blocks.0.bn3,BatchNorm2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(512)
312,attention_module3.softmax1_blocks.0.relu,ReLU,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",0
313,attention_module3.softmax1_blocks.0.conv3,Conv2d,"(-1, 256, 7, 7)","(-1, 1024, 7, 7)",tensor(262144)
314,attention_module3.softmax1_blocks.0,ResidualBlock,"(-1, 1024, 7, 7)","(-1, 1024, 7, 7)",tensor(2165760)
315,attention_module3.softmax1_blocks.1.bn1,BatchNorm2d,"(-1, 1024, 7, 7)","(-1, 1024, 7, 7)",tensor(2048)
316,attention_module3.softmax1_blocks.1.relu,ReLU,"(-1, 1024, 7, 7)","(-1, 1024, 7, 7)",0
317,attention_module3.softmax1_blocks.1.conv1,Conv2d,"(-1, 1024, 7, 7)","(-1, 256, 7, 7)",tensor(262144)
318,attention_module3.softmax1_blocks.1.bn2,BatchNorm2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(512)
319,attention_module3.softmax1_blocks.1.relu,ReLU,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",0
320,attention_module3.softmax1_blocks.1.conv2,Conv2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(589824)
321,attention_module3.softmax1_blocks.1.bn3,BatchNorm2d,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",tensor(512)
322,attention_module3.softmax1_blocks.1.relu,ReLU,"(-1, 256, 7, 7)","(-1, 256, 7, 7)",0
323,attention_module3.softmax1_blocks.1.conv3,Conv2d,"(-1, 256, 7, 7)","(-1, 1024, 7, 7)",tensor(262144)
324,attention_module3.softmax1_blocks.1,ResidualBlock,"(-1, 1024, 7, 7)","(-1, 1024, 7, 7)",tensor(2165760)
325,attention_module3.interpolation1,UpsamplingBilinear2d,"(-1, 1024, 7, 7)","(-1, 1024, 14, 14)",0
326,attention_module3.softmax2_blocks.0,BatchNorm2d,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2048)
327,attention_module3.softmax2_blocks.1,ReLU,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",0
328,attention_module3.softmax2_blocks.2,Conv2d,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(1048576)
329,attention_module3.softmax2_blocks.3,BatchNorm2d,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2048)
330,attention_module3.softmax2_blocks.4,ReLU,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",0
331,attention_module3.softmax2_blocks.5,Conv2d,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(1048576)
332,attention_module3.softmax2_blocks.6,Sigmoid,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",0
333,attention_module3.last_blocks.bn1,BatchNorm2d,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2048)
334,attention_module3.last_blocks.relu,ReLU,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",0
335,attention_module3.last_blocks.conv1,Conv2d,"(-1, 1024, 14, 14)","(-1, 256, 14, 14)",tensor(262144)
336,attention_module3.last_blocks.bn2,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
337,attention_module3.last_blocks.relu,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
338,attention_module3.last_blocks.conv2,Conv2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(589824)
339,attention_module3.last_blocks.bn3,BatchNorm2d,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",tensor(512)
340,attention_module3.last_blocks.relu,ReLU,"(-1, 256, 14, 14)","(-1, 256, 14, 14)",0
341,attention_module3.last_blocks.conv3,Conv2d,"(-1, 256, 14, 14)","(-1, 1024, 14, 14)",tensor(262144)
342,attention_module3.last_blocks,ResidualBlock,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2165760)
343,attention_module3,AttentionModule_stage3,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(15095808)
344,residual_block4.bn1,BatchNorm2d,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",tensor(2048)
345,residual_block4.relu,ReLU,"(-1, 1024, 14, 14)","(-1, 1024, 14, 14)",0
346,residual_block4.conv1,Conv2d,"(-1, 1024, 14, 14)","(-1, 512, 14, 14)",tensor(524288)
347,residual_block4.bn2,BatchNorm2d,"(-1, 512, 14, 14)","(-1, 512, 14, 14)",tensor(1024)
348,residual_block4.relu,ReLU,"(-1, 512, 14, 14)","(-1, 512, 14, 14)",0
349,residual_block4.conv2,Conv2d,"(-1, 512, 14, 14)","(-1, 512, 7, 7)",tensor(2359296)
350,residual_block4.bn3,BatchNorm2d,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",tensor(1024)
351,residual_block4.relu,ReLU,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",0
352,residual_block4.conv3,Conv2d,"(-1, 512, 7, 7)","(-1, 2048, 7, 7)",tensor(1048576)
353,residual_block4.conv4,Conv2d,"(-1, 1024, 14, 14)","(-1, 2048, 7, 7)",tensor(2097152)
354,residual_block4,ResidualBlock,"(-1, 1024, 14, 14)","(-1, 2048, 7, 7)",tensor(6033408)
355,residual_block5.bn1,BatchNorm2d,"(-1, 2048, 7, 7)","(-1, 2048, 7, 7)",tensor(4096)
356,residual_block5.relu,ReLU,"(-1, 2048, 7, 7)","(-1, 2048, 7, 7)",0
357,residual_block5.conv1,Conv2d,"(-1, 2048, 7, 7)","(-1, 512, 7, 7)",tensor(1048576)
358,residual_block5.bn2,BatchNorm2d,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",tensor(1024)
359,residual_block5.relu,ReLU,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",0
360,residual_block5.conv2,Conv2d,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",tensor(2359296)
361,residual_block5.bn3,BatchNorm2d,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",tensor(1024)
362,residual_block5.relu,ReLU,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",0
363,residual_block5.conv3,Conv2d,"(-1, 512, 7, 7)","(-1, 2048, 7, 7)",tensor(1048576)
364,residual_block5,ResidualBlock,"(-1, 2048, 7, 7)","(-1, 2048, 7, 7)",tensor(8656896)
365,residual_block6.bn1,BatchNorm2d,"(-1, 2048, 7, 7)","(-1, 2048, 7, 7)",tensor(4096)
366,residual_block6.relu,ReLU,"(-1, 2048, 7, 7)","(-1, 2048, 7, 7)",0
367,residual_block6.conv1,Conv2d,"(-1, 2048, 7, 7)","(-1, 512, 7, 7)",tensor(1048576)
368,residual_block6.bn2,BatchNorm2d,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",tensor(1024)
369,residual_block6.relu,ReLU,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",0
370,residual_block6.conv2,Conv2d,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",tensor(2359296)
371,residual_block6.bn3,BatchNorm2d,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",tensor(1024)
372,residual_block6.relu,ReLU,"(-1, 512, 7, 7)","(-1, 512, 7, 7)",0
373,residual_block6.conv3,Conv2d,"(-1, 512, 7, 7)","(-1, 2048, 7, 7)",tensor(1048576)
374,residual_block6,ResidualBlock,"(-1, 2048, 7, 7)","(-1, 2048, 7, 7)",tensor(8656896)
375,mpool2.0,BatchNorm2d,"(-1, 2048, 7, 7)","(-1, 2048, 7, 7)",tensor(4096)
376,mpool2.1,ReLU,"(-1, 2048, 7, 7)","(-1, 2048, 7, 7)",0
377,mpool2.2,AvgPool2d,"(-1, 2048, 7, 7)","(-1, 2048, 1, 1)",0
378,fc,Linear,"(-1, 2048)","(-1, 10)",tensor(20490)
