    ,name                                              ,class_name             ,input_shape          ,output_shape         ,nb_params
185 ,AttentionStage3.trunk_branches.0.5                ,ReLU6                  ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,0
186 ,AttentionStage3.trunk_branches.1.0                ,Conv2d                 ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(4608)
187 ,AttentionStage3.trunk_branches.1.1                ,BatchNorm2d            ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(1024)
188 ,AttentionStage3.trunk_branches.1.2                ,ReLU6                  ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,0
189 ,AttentionStage3.trunk_branches.1.3                ,Conv2d                 ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(262144)
190 ,AttentionStage3.trunk_branches.1.4                ,BatchNorm2d            ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(1024)
191 ,AttentionStage3.trunk_branches.1.5                ,ReLU6                  ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,0
192 ,AttentionStage3.mpool1                            ,MaxPool2d              ,"(-1, 512, 14, 14)"  ,"(-1, 512, 7, 7)"    ,0
193 ,AttentionStage3.softmax1_blocks.0.0               ,Conv2d                 ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,tensor(4608)
194 ,AttentionStage3.softmax1_blocks.0.1               ,BatchNorm2d            ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,tensor(1024)
195 ,AttentionStage3.softmax1_blocks.0.2               ,ReLU6                  ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,0
196 ,AttentionStage3.softmax1_blocks.0.3               ,Conv2d                 ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,tensor(262144)
197 ,AttentionStage3.softmax1_blocks.0.4               ,BatchNorm2d            ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,tensor(1024)
198 ,AttentionStage3.softmax1_blocks.0.5               ,ReLU6                  ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,0
199 ,AttentionStage3.softmax1_blocks.1.0               ,Conv2d                 ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,tensor(4608)
200 ,AttentionStage3.softmax1_blocks.1.1               ,BatchNorm2d            ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,tensor(1024)
201 ,AttentionStage3.softmax1_blocks.1.2               ,ReLU6                  ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,0
202 ,AttentionStage3.softmax1_blocks.1.3               ,Conv2d                 ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,tensor(262144)
203 ,AttentionStage3.softmax1_blocks.1.4               ,BatchNorm2d            ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,tensor(1024)
204 ,AttentionStage3.softmax1_blocks.1.5               ,ReLU6                  ,"(-1, 512, 7, 7)"    ,"(-1, 512, 7, 7)"    ,0
205 ,AttentionStage3.interpolation1                    ,UpsamplingBilinear2d   ,"(-1, 512, 7, 7)"    ,"(-1, 512, 14, 14)"  ,0
206 ,AttentionStage3.softmax2_blocks.0                 ,BatchNorm2d            ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(1024)
207 ,AttentionStage3.softmax2_blocks.1                 ,ReLU                   ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,0
208 ,AttentionStage3.softmax2_blocks.2                 ,Conv2d                 ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(262144)
209 ,AttentionStage3.softmax2_blocks.3                 ,BatchNorm2d            ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(1024)
210 ,AttentionStage3.softmax2_blocks.4                 ,ReLU                   ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,0
211 ,AttentionStage3.softmax2_blocks.5                 ,Conv2d                 ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(262144)
212 ,AttentionStage3.softmax2_blocks.6                 ,Sigmoid                ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,0
213 ,AttentionStage3.last_blocks.0                     ,Conv2d                 ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(4608)
214 ,AttentionStage3.last_blocks.1                     ,BatchNorm2d            ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(1024)
215 ,AttentionStage3.last_blocks.2                     ,ReLU6                  ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,0
216 ,AttentionStage3.last_blocks.3                     ,Conv2d                 ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(262144)
217 ,AttentionStage3.last_blocks.4                     ,BatchNorm2d            ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(1024)
218 ,AttentionStage3.last_blocks.5                     ,ReLU6                  ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,0
219 ,AttentionStage3                                   ,AttentionModule_stage3 ,"(-1, 512, 14, 14)"  ,"(-1, 512, 14, 14)"  ,tensor(2139136)
220 ,pool                                              ,AvgPool2d              ,"(-1, 512, 14, 14)"  ,"(-1, 512, 2, 2)"    ,0
221 ,fc.0                                              ,Dropout                ,"(-1, 512)"          ,"(-1, 512)"          ,0
222 ,fc.1                                              ,Linear                 ,"(-1, 512)"          ,"(-1, 4)"            ,tensor(2052)
